jday	Time	u_ref	t_ref	D_ref	precip	Qpar	t_canopy	D_canopy	p_atm	CO2_atm	t_surface	t_soil	t_root	Zw	xylem_capacity_multiplier	NEEobs	Ecobs
2018119	12.5	0.85	29.35	2.86	0	200	29.35	2.86	83.7	380	29.35	29.35	29.35	10	1	-999	-999
2018119	13	0.85	29.53	2.9	0	399.5	29.53	2.9	83.7	380	29.53	29.53	29.53	10	1	-999	-999
2018119	13.5	0.85	29.37	2.83	0	219.7	29.37	2.83	83.7	380	29.37	29.37	29.37	10	1	-999	-999
2018119	14	0.85	28.24	2.6	0	150.4	28.24	2.6	83.7	380	28.24	28.24	28.24	10	1	-999	-999
2018119	14.5	0.85	29.56	3.02	0	190	29.56	3.02	83.7	380	29.56	29.56	29.56	10	1	-999	-999
2018119	15	0.85	29.89	3.04	0	164.3	29.89	3.04	83.7	380	29.89	29.89	29.89	10	1	-999	-999
2018119	15.5	0.85	29.24	2.76	0	107.3	29.24	2.76	83.7	380	29.24	29.24	29.24	10	1	-999	-999
2018119	16	0.85	28.35	2.66	0	127	28.35	2.66	83.7	380	28.35	28.35	28.35	10	1	-999	-999
2018119	16.5	0.85	27.12	2.46	0	300.2	27.12	2.46	83.7	380	27.12	27.12	27.12	10	1	-999	-999
2018119	17	0.85	25.83	2.6	5	336.3	25.83	2.6	83.7	380	25.83	25.83	25.83	10	1	-999	-999
2018119	17.5	0.85	23.49	2.02	0	266.4	23.49	2.02	83.7	380	23.49	23.49	23.49	10	1	-999	-999
2018119	18	0.85	22.24	1.8	0	257.4	22.24	1.8	83.7	380	22.24	22.24	22.24	10	1	-999	-999
2018119	18.5	0.85	21.86	1.68	0	245.1	21.86	1.68	83.7	380	21.86	21.86	21.86	10	1	-999	-999
2018119	19	0.85	21.77	1.73	0	236	21.77	1.73	83.7	380	21.77	21.77	21.77	10	1	-999	-999
2018119	19.5	0.85	21.43	1.52	0	234.1	21.43	1.52	83.7	380	21.43	21.43	21.43	10	1	-999	-999
2018119	20	0.85	21.24	1.41	0	0.156	21.24	1.41	83.7	380	21.24	21.24	21.24	10	1	-999	-999
2018119	20.5	0.85	20.52	1.31	0	0.161	20.52	1.31	83.7	380	20.52	20.52	20.52	10	1	-999	-999
2018119	21	0.85	20.73	1.34	0	0.15	20.73	1.34	83.7	380	20.73	20.73	20.73	10	1	-999	-999
2018119	21.5	0.85	20.68	1.32	0	0.153	20.68	1.32	83.7	380	20.68	20.68	20.68	10	1	-999	-999
2018119	22	0.85	20.81	1.33	0	0.15	20.81	1.33	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018119	22.5	0.85	20.66	1.3	0	0.132	20.66	1.3	83.7	380	20.66	20.66	20.66	10	1	-999	-999
2018119	23	0.85	20.68	1.3	0	0.107	20.68	1.3	83.7	380	20.68	20.68	20.68	10	1	-999	-999
2018119	23.5	0.85	20.81	1.31	0	0.115	20.81	1.31	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018120	0	0.85	20.57	1.27	0	0.083	20.57	1.27	83.7	380	20.57	20.57	20.57	10	1	-999	-999
2018120	0.5	0.85	20.88	1.31	0	0.113	20.88	1.31	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018120	1	0.85	20.6	1.3	0	0.099	20.6	1.3	83.7	380	20.6	20.6	20.6	10	1	-999	-999
2018120	1.5	0.85	20.77	1.3	0	0.094	20.77	1.3	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018120	2	0.85	20.71	1.26	0	0.097	20.71	1.26	83.7	380	20.71	20.71	20.71	10	1	-999	-999
2018120	2.5	0.85	20.54	1.25	0	0.107	20.54	1.25	83.7	380	20.54	20.54	20.54	10	1	-999	-999
2018120	3	0.85	20.56	1.26	0	0.091	20.56	1.26	83.7	380	20.56	20.56	20.56	10	1	-999	-999
2018120	3.5	0.85	20.72	1.26	0	0.099	20.72	1.26	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018120	4	0.85	20.5	1.23	0	0.097	20.5	1.23	83.7	380	20.5	20.5	20.5	10	1	-999	-999
2018120	4.5	0.85	20.67	1.25	0	0.099	20.67	1.25	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018120	5	0.85	21.59	1.26	0	234.1	21.59	1.26	83.7	380	21.59	21.59	21.59	10	1	-999	-999
2018120	5.5	0.85	21.58	1.59	0	236.8	21.58	1.59	83.7	380	21.58	21.58	21.58	10	1	-999	-999
2018120	6	0.85	21.42	1.3	0	242.6	21.42	1.3	83.7	380	21.42	21.42	21.42	10	1	-999	-999
2018120	6.5	0.85	21.67	1.59	0	253.7	21.67	1.59	83.7	380	21.67	21.67	21.67	10	1	-999	-999
2018120	7	0.85	21.15	1.23	0	267.5	21.15	1.23	83.7	380	21.15	21.15	21.15	10	1	-999	-999
2018120	7.5	0.85	21.59	1.44	0	269.7	21.59	1.44	83.7	380	21.59	21.59	21.59	10	1	-999	-999
2018120	8	0.85	21.43	1.45	0	274.2	21.43	1.45	83.7	380	21.43	21.43	21.43	10	1	-999	-999
2018120	8.5	0.85	21.33	1.3	0	59.12	21.33	1.3	83.7	380	21.33	21.33	21.33	10	1	-999	-999
2018120	9	0.85	22.13	1.38	0	168.9	22.13	1.38	83.7	380	22.13	22.13	22.13	10	1	-999	-999
2018120	9.5	0.85	24.4	2.12	0	218.1	24.4	2.12	83.7	380	24.4	24.4	24.4	10	1	-999	-999
2018120	10	0.85	27.07	2.49	0	928	27.07	2.49	83.7	380	27.07	27.07	27.07	10	1	-999	-999
2018120	10.5	0.85	28.66	2.82	0	283.6	28.66	2.82	83.7	380	28.66	28.66	28.66	10	1	-999	-999
2018120	11	0.85	28.96	2.72	0	128.2	28.96	2.72	83.7	380	28.96	28.96	28.96	10	1	-999	-999
2018120	11.5	0.85	29.61	3	0	118.7	29.61	3	83.7	380	29.61	29.61	29.61	10	1	-999	-999
2018120	12	0.85	28.96	2.74	0	109.5	28.96	2.74	83.7	380	28.96	28.96	28.96	10	1	-999	-999
2018120	12.5	0.85	28.47	2.77	0	122.8	28.47	2.77	83.7	380	28.47	28.47	28.47	10	1	-999	-999
2018120	13	0.85	30.12	3.17	0	110.7	30.12	3.17	83.7	380	30.12	30.12	30.12	10	1	-999	-999
2018120	13.5	0.85	27.68	2.53	0	53.55	27.68	2.53	83.7	380	27.68	27.68	27.68	10	1	-999	-999
2018120	14	0.85	26.27	2.17	0	97.6	26.27	2.17	83.7	380	26.27	26.27	26.27	10	1	-999	-999
2018120	14.5	0.85	25.74	1.99	0	75.7	25.74	1.99	83.7	380	25.74	25.74	25.74	10	1	-999	-999
2018120	15	0.85	25.66	1.77	0	103.1	25.66	1.77	83.7	380	25.66	25.66	25.66	10	1	-999	-999
2018120	15.5	0.85	26.72	2.23	0	144.9	26.72	2.23	83.7	380	26.72	26.72	26.72	10	1	-999	-999
2018120	16	0.85	26.87	2.35	0	52.66	26.87	2.35	83.7	380	26.87	26.87	26.87	10	1	-999	-999
2018120	16.5	0.85	25.68	2.28	0	273.4	25.68	2.28	83.7	380	25.68	25.68	25.68	10	1	-999	-999
2018120	17	0.85	23.09	1.92	5	311.5	23.09	1.92	83.7	380	23.09	23.09	23.09	10	1	-999	-999
2018120	17.5	0.85	23.04	1.9	0	281.6	23.04	1.9	83.7	380	23.04	23.04	23.04	10	1	-999	-999
2018120	18	0.85	21.85	1.65	0	236.9	21.85	1.65	83.7	380	21.85	21.85	21.85	10	1	-999	-999
2018120	18.5	0.85	21.87	1.66	0	235.5	21.87	1.66	83.7	380	21.87	21.87	21.87	10	1	-999	-999
2018120	19	0.85	21.83	1.71	0	223.9	21.83	1.71	83.7	380	21.83	21.83	21.83	10	1	-999	-999
2018120	19.5	0.85	20.88	1.36	0	222.9	20.88	1.36	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018120	20	0.85	20.47	1.17	0	0.142	20.47	1.17	83.7	380	20.47	20.47	20.47	10	1	-999	-999
2018120	20.5	0.85	20.64	1.22	0	0.175	20.64	1.22	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018120	21	0.85	20.54	1.2	0	0.124	20.54	1.2	83.7	380	20.54	20.54	20.54	10	1	-999	-999
2018120	21.5	0.85	20.72	1.2	0	0.137	20.72	1.2	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018120	22	0.85	20.75	1.19	0	0.11	20.75	1.19	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018120	22.5	0.85	20.55	1.18	0	0.107	20.55	1.18	83.7	380	20.55	20.55	20.55	10	1	-999	-999
2018120	23	0.85	20.83	1.22	0	0.107	20.83	1.22	83.7	380	20.83	20.83	20.83	10	1	-999	-999
2018120	23.5	0.85	20.47	1.18	0	0.113	20.47	1.18	83.7	380	20.47	20.47	20.47	10	1	-999	-999
2018121	0	0.85	20.8	1.24	0	0.113	20.8	1.24	83.7	380	20.8	20.8	20.8	10	1	-999	-999
2018121	0.5	0.85	20.61	1.22	0	0.097	20.61	1.22	83.7	380	20.61	20.61	20.61	10	1	-999	-999
2018121	1	0.85	20.49	1.21	0	0.115	20.49	1.21	83.7	380	20.49	20.49	20.49	10	1	-999	-999
2018121	1.5	0.85	20.82	1.26	0	0.102	20.82	1.26	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018121	2	0.85	20.48	1.22	0	0.094	20.48	1.22	83.7	380	20.48	20.48	20.48	10	1	-999	-999
2018121	2.5	0.85	20.7	1.26	0	0.134	20.7	1.26	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018121	3	0.85	20.47	1.22	0	0.115	20.47	1.22	83.7	380	20.47	20.47	20.47	10	1	-999	-999
2018121	3.5	0.85	20.69	1.26	0	0.132	20.69	1.26	83.7	380	20.69	20.69	20.69	10	1	-999	-999
2018121	4	0.85	20.58	1.24	0	0.118	20.58	1.24	83.7	380	20.58	20.58	20.58	10	1	-999	-999
2018121	4.5	0.85	20.48	1.23	0	0.129	20.48	1.23	83.7	380	20.48	20.48	20.48	10	1	-999	-999
2018121	5	0.85	21.81	1.3	0	222.1	21.81	1.3	83.7	380	21.81	21.81	21.81	10	1	-999	-999
2018121	5.5	0.85	21.24	1.54	0	226.2	21.24	1.54	83.7	380	21.24	21.24	21.24	10	1	-999	-999
2018121	6	0.85	21.37	1.24	0	231.4	21.37	1.24	83.7	380	21.37	21.37	21.37	10	1	-999	-999
2018121	6.5	0.85	20.74	1.19	0	244.9	20.74	1.19	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018121	7	0.85	21.46	1.43	0	274.7	21.46	1.43	83.7	380	21.46	21.46	21.46	10	1	-999	-999
2018121	7.5	0.85	21.23	1.2	0	265.6	21.23	1.2	83.7	380	21.23	21.23	21.23	10	1	-999	-999
2018121	8	0.85	21.35	1.56	0	260.6	21.35	1.56	83.7	380	21.35	21.35	21.35	10	1	-999	-999
2018121	8.5	0.85	20.63	1.08	0	37.56	20.63	1.08	83.7	380	20.63	20.63	20.63	10	1	-999	-999
2018121	9	0.85	20.78	0.92	0	45.92	20.78	0.92	83.7	380	20.78	20.78	20.78	10	1	-999	-999
2018121	9.5	0.85	20.6	0.92	0	33.78	20.6	0.92	83.7	380	20.6	20.6	20.6	10	1	-999	-999
2018121	10	0.85	22.51	1.26	0	661.1	22.51	1.26	83.7	380	22.51	22.51	22.51	10	1	-999	-999
2018121	10.5	0.85	22.81	1.81	0	240	22.81	1.81	83.7	380	22.81	22.81	22.81	10	1	-999	-999
2018121	11	0.85	23.97	2.04	0	160.9	23.97	2.04	83.7	380	23.97	23.97	23.97	10	1	-999	-999
2018121	11.5	0.85	24.69	2.22	0	129.2	24.69	2.22	83.7	380	24.69	24.69	24.69	10	1	-999	-999
2018121	12	0.85	21.48	1.68	0	8.78	21.48	1.68	83.7	380	21.48	21.48	21.48	10	1	-999	-999
2018121	12.5	0.85	22.31	1.52	0	209.8	22.31	1.52	83.7	380	22.31	22.31	22.31	10	1	-999	-999
2018121	13	0.85	22.84	1.71	0	647.3	22.84	1.71	83.7	380	22.84	22.84	22.84	10	1	-999	-999
2018121	13.5	0.85	21.8	1.58	0	215.6	21.8	1.58	83.7	380	21.8	21.8	21.8	10	1	-999	-999
2018121	14	0.85	22.45	1.54	0	196.7	22.45	1.54	83.7	380	22.45	22.45	22.45	10	1	-999	-999
2018121	14.5	0.85	21.55	1.26	0	22.94	21.55	1.26	83.7	380	21.55	21.55	21.55	10	1	-999	-999
2018121	15	0.85	21.91	1.14	0	216.3	21.91	1.14	83.7	380	21.91	21.91	21.91	10	1	-999	-999
2018121	15.5	0.85	22.59	1.44	0	242.5	22.59	1.44	83.7	380	22.59	22.59	22.59	10	1	-999	-999
2018121	16	0.85	23.69	1.92	0	86.3	23.69	1.92	83.7	380	23.69	23.69	23.69	10	1	-999	-999
2018121	16.5	0.85	22.63	1.97	0	316.7	22.63	1.97	83.7	380	22.63	22.63	22.63	10	1	-999	-999
2018121	17	0.85	22.59	1.91	5	331.2	22.59	1.91	83.7	380	22.59	22.59	22.59	10	1	-999	-999
2018121	17.5	0.85	22.18	1.87	0	287.1	22.18	1.87	83.7	380	22.18	22.18	22.18	10	1	-999	-999
2018121	18	0.85	21.38	1.68	0	257.6	21.38	1.68	83.7	380	21.38	21.38	21.38	10	1	-999	-999
2018121	18.5	0.85	21.39	1.72	0	245.9	21.39	1.72	83.7	380	21.39	21.39	21.39	10	1	-999	-999
2018121	19	0.85	20.45	1.54	0	238.8	20.45	1.54	83.7	380	20.45	20.45	20.45	10	1	-999	-999
2018121	19.5	0.85	21.45	1.32	0	237.2	21.45	1.32	83.7	380	21.45	21.45	21.45	10	1	-999	-999
2018121	20	0.85	20.85	1.15	0	0.097	20.85	1.15	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018121	20.5	0.85	20.77	1.15	0	0.137	20.77	1.15	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018121	21	0.85	20.81	1.17	0	0.134	20.81	1.17	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018121	21.5	0.85	20.63	1.15	0	0.132	20.63	1.15	83.7	380	20.63	20.63	20.63	10	1	-999	-999
2018121	22	0.85	20.64	1.13	0	0.11	20.64	1.13	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018121	22.5	0.85	20.76	1.13	0	0.113	20.76	1.13	83.7	380	20.76	20.76	20.76	10	1	-999	-999
2018121	23	0.85	20.82	1.15	0	0.132	20.82	1.15	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018121	23.5	0.85	20.67	1.14	0	0.121	20.67	1.14	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018122	0	0.85	20.78	1.15	0	0.129	20.78	1.15	83.7	380	20.78	20.78	20.78	10	1	-999	-999
2018122	0.5	0.85	20.79	1.16	0	0.113	20.79	1.16	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018122	1	0.85	20.67	1.16	0	0.115	20.67	1.16	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018122	1.5	0.85	20.78	1.17	0	0.099	20.78	1.17	83.7	380	20.78	20.78	20.78	10	1	-999	-999
2018122	2	0.85	20.82	1.17	0	0.132	20.82	1.17	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018122	2.5	0.85	20.75	1.16	0	0.121	20.75	1.16	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018122	3	0.85	20.74	1.15	0	0.14	20.74	1.15	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018122	3.5	0.85	20.72	1.15	0	0.11	20.72	1.15	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018122	4	0.85	20.81	1.16	0	0.121	20.81	1.16	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018122	4.5	0.85	20.81	1.17	0	0.126	20.81	1.17	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018122	5	0.85	21.95	1.24	0	236.8	21.95	1.24	83.7	380	21.95	21.95	21.95	10	1	-999	-999
2018122	5.5	0.85	20.38	1.39	0	240.1	20.38	1.39	83.7	380	20.38	20.38	20.38	10	1	-999	-999
2018122	6	0.85	21.13	1.17	0	242.5	21.13	1.17	83.7	380	21.13	21.13	21.13	10	1	-999	-999
2018122	6.5	0.85	20.61	1.31	0	245.5	20.61	1.31	83.7	380	20.61	20.61	20.61	10	1	-999	-999
2018122	7	0.85	21.46	1.18	0	248.9	21.46	1.18	83.7	380	21.46	21.46	21.46	10	1	-999	-999
2018122	7.5	0.85	20.88	1.07	0	267.6	20.88	1.07	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018122	8	0.85	20.98	1.29	0	284.7	20.98	1.29	83.7	380	20.98	20.98	20.98	10	1	-999	-999
2018122	8.5	0.85	20.57	0.9	0	46.01	20.57	0.9	83.7	380	20.57	20.57	20.57	10	1	-999	-999
2018122	9	0.85	20.16	0.79	0	37.79	20.16	0.79	83.7	380	20.16	20.16	20.16	10	1	-999	-999
2018122	9.5	0.85	19.94	0.78	0	69.22	19.94	0.78	83.7	380	19.94	19.94	19.94	10	1	-999	-999
2018122	10	0.85	20.44	0.78	0	61.66	20.44	0.78	83.7	380	20.44	20.44	20.44	10	1	-999	-999
2018122	10.5	0.85	20.25	0.78	0	49.6	20.25	0.78	83.7	380	20.25	20.25	20.25	10	1	-999	-999
2018122	11	0.85	19.78	0.75	0	38.15	19.78	0.75	83.7	380	19.78	19.78	19.78	10	1	-999	-999
2018122	11.5	0.85	20.01	0.77	0	91.9	20.01	0.77	83.7	380	20.01	20.01	20.01	10	1	-999	-999
2018122	12	0.85	21.01	0.85	0	115.8	21.01	0.85	83.7	380	21.01	21.01	21.01	10	1	-999	-999
2018122	12.5	0.85	21.62	0.9	0	134.1	21.62	0.9	83.7	380	21.62	21.62	21.62	10	1	-999	-999
2018122	13	0.85	22.16	1.53	0	158.3	22.16	1.53	83.7	380	22.16	22.16	22.16	10	1	-999	-999
2018122	13.5	0.85	21.76	1.07	0	59.78	21.76	1.07	83.7	380	21.76	21.76	21.76	10	1	-999	-999
2018122	14	0.85	21.53	0.98	0	68.27	21.53	0.98	83.7	380	21.53	21.53	21.53	10	1	-999	-999
2018122	14.5	0.85	21.24	0.92	0	50.21	21.24	0.92	83.7	380	21.24	21.24	21.24	10	1	-999	-999
2018122	15	0.85	21.34	0.95	0	82.3	21.34	0.95	83.7	380	21.34	21.34	21.34	10	1	-999	-999
2018122	15.5	0.85	20.95	0.9	0	21.19	20.95	0.9	83.7	380	20.95	20.95	20.95	10	1	-999	-999
2018122	16	0.85	20.26	0.85	0	14.64	20.26	0.85	83.7	380	20.26	20.26	20.26	10	1	-999	-999
2018122	16.5	0.85	20.63	0.94	0	255.5	20.63	0.94	83.7	380	20.63	20.63	20.63	10	1	-999	-999
2018122	17	0.85	20.89	1.38	5	250.5	20.89	1.38	83.7	380	20.89	20.89	20.89	10	1	-999	-999
2018122	17.5	0.85	21.3	1.1	0	246.6	21.3	1.1	83.7	380	21.3	21.3	21.3	10	1	-999	-999
2018122	18	0.85	20.57	0.99	0	243.5	20.57	0.99	83.7	380	20.57	20.57	20.57	10	1	-999	-999
2018122	18.5	0.85	21.3	0.82	0	239.7	21.3	0.82	83.7	380	21.3	21.3	21.3	10	1	-999	-999
2018122	19	0.85	20.49	0.9	0	236.9	20.49	0.9	83.7	380	20.49	20.49	20.49	10	1	-999	-999
2018122	19.5	0.85	21.09	0.85	0	236.9	21.09	0.85	83.7	380	21.09	21.09	21.09	10	1	-999	-999
2018122	20	0.85	20.4	0.75	0	0.102	20.4	0.75	83.7	380	20.4	20.4	20.4	10	1	-999	-999
2018122	20.5	0.85	20.7	0.85	0	0.156	20.7	0.85	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018122	21	0.85	20.81	0.88	0	0.142	20.81	0.88	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018122	21.5	0.85	20.88	0.91	0	0.134	20.88	0.91	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018122	22	0.85	20.79	0.92	0	0.142	20.79	0.92	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018122	22.5	0.85	20.5	0.9	0	0.126	20.5	0.9	83.7	380	20.5	20.5	20.5	10	1	-999	-999
2018122	23	0.85	20.57	0.89	0	0.134	20.57	0.89	83.7	380	20.57	20.57	20.57	10	1	-999	-999
2018122	23.5	0.85	20.83	0.93	0	0.129	20.83	0.93	83.7	380	20.83	20.83	20.83	10	1	-999	-999
2018123	0	0.85	20.85	0.98	0	0.142	20.85	0.98	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018123	0.5	0.85	20.43	0.93	0	0.107	20.43	0.93	83.7	380	20.43	20.43	20.43	10	1	-999	-999
2018123	1	0.85	20.55	0.92	0	0.099	20.55	0.92	83.7	380	20.55	20.55	20.55	10	1	-999	-999
2018123	1.5	0.85	20.77	0.97	0	0.137	20.77	0.97	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018123	2	0.85	20.89	1.01	0	0.129	20.89	1.01	83.7	380	20.89	20.89	20.89	10	1	-999	-999
2018123	2.5	0.85	20.81	1.03	0	0.132	20.81	1.03	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018123	3	0.85	20.61	1.02	0	0.129	20.61	1.02	83.7	380	20.61	20.61	20.61	10	1	-999	-999
2018123	3.5	0.85	20.55	1	0	0.097	20.55	1	83.7	380	20.55	20.55	20.55	10	1	-999	-999
2018123	4	0.85	20.75	1.02	0	0.121	20.75	1.02	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018123	4.5	0.85	20.9	1.05	0	0.124	20.9	1.05	83.7	380	20.9	20.9	20.9	10	1	-999	-999
2018123	5	0.85	21.66	1.11	0	236.6	21.66	1.11	83.7	380	21.66	21.66	21.66	10	1	-999	-999
2018123	5.5	0.85	20.19	1.21	0	239.7	20.19	1.21	83.7	380	20.19	20.19	20.19	10	1	-999	-999
2018123	6	0.85	20.99	1.05	0	241.2	20.99	1.05	83.7	380	20.99	20.99	20.99	10	1	-999	-999
2018123	6.5	0.85	21.11	1.39	0	250.1	21.11	1.39	83.7	380	21.11	21.11	21.11	10	1	-999	-999
2018123	7	0.85	21.28	1.07	0	255.6	21.28	1.07	83.7	380	21.28	21.28	21.28	10	1	-999	-999
2018123	7.5	0.85	20.56	1.19	0	253.8	20.56	1.19	83.7	380	20.56	20.56	20.56	10	1	-999	-999
2018123	8	0.85	21.62	1.09	0	265.7	21.62	1.09	83.7	380	21.62	21.62	21.62	10	1	-999	-999
2018123	8.5	0.85	20.4	0.86	0	30.3	20.4	0.86	83.7	380	20.4	20.4	20.4	10	1	-999	-999
2018123	9	0.85	19.95	0.53	0	21.38	19.95	0.53	83.7	380	19.95	19.95	19.95	10	1	-999	-999
2018123	9.5	0.85	20.14	0.54	0	139.1	20.14	0.54	83.7	380	20.14	20.14	20.14	10	1	-999	-999
2018123	10	0.85	22.45	1.07	0	233.7	22.45	1.07	83.7	380	22.45	22.45	22.45	10	1	-999	-999
2018123	10.5	0.85	21.29	0.88	0	64.92	21.29	0.88	83.7	380	21.29	21.29	21.29	10	1	-999	-999
2018123	11	0.85	21.52	0.75	0	38.23	21.52	0.75	83.7	380	21.52	21.52	21.52	10	1	-999	-999
2018123	11.5	0.85	21.42	0.76	0	63.92	21.42	0.76	83.7	380	21.42	21.42	21.42	10	1	-999	-999
2018123	12	0.85	20.85	0.72	0	73.7	20.85	0.72	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018123	12.5	0.85	21.22	0.76	0	144.4	21.22	0.76	83.7	380	21.22	21.22	21.22	10	1	-999	-999
2018123	13	0.85	21.45	0.78	0	126.7	21.45	0.78	83.7	380	21.45	21.45	21.45	10	1	-999	-999
2018123	13.5	0.85	22.24	1.1	0	102.9	22.24	1.1	83.7	380	22.24	22.24	22.24	10	1	-999	-999
2018123	14	0.85	22.08	1.05	0	294.6	22.08	1.05	83.7	380	22.08	22.08	22.08	10	1	-999	-999
2018123	14.5	0.85	22.9	1.75	0	176.8	22.9	1.75	83.7	380	22.9	22.9	22.9	10	1	-999	-999
2018123	15	0.85	22.47	1.59	0	325.3	22.47	1.59	83.7	380	22.47	22.47	22.47	10	1	-999	-999
2018123	15.5	0.85	21.21	1.39	0	30.55	21.21	1.39	83.7	380	21.21	21.21	21.21	10	1	-999	-999
2018123	16	0.85	22.62	1.75	0	91.8	22.62	1.75	83.7	380	22.62	22.62	22.62	10	1	-999	-999
2018123	16.5	0.85	22.6	1.8	0	268	22.6	1.8	83.7	380	22.6	22.6	22.6	10	1	-999	-999
2018123	17	0.85	21.9	1.48	5	280.8	21.9	1.48	83.7	380	21.9	21.9	21.9	10	1	-999	-999
2018123	17.5	0.85	21.5	1.49	0	264.9	21.5	1.49	83.7	380	21.5	21.5	21.5	10	1	-999	-999
2018123	18	0.85	21.15	1.44	0	263.3	21.15	1.44	83.7	380	21.15	21.15	21.15	10	1	-999	-999
2018123	18.5	0.85	21.2	1.4	0	252.5	21.2	1.4	83.7	380	21.2	21.2	21.2	10	1	-999	-999
2018123	19	0.85	21	1.14	0	241.1	21	1.14	83.7	380	21	21	21	10	1	-999	-999
2018123	19.5	0.85	21.64	1.05	0	238.1	21.64	1.05	83.7	380	21.64	21.64	21.64	10	1	-999	-999
2018123	20	0.85	20.79	0.89	0	0.124	20.79	0.89	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018123	20.5	0.85	20.88	0.96	0	0.145	20.88	0.96	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018123	21	0.85	20.82	0.98	0	0.142	20.82	0.98	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018123	21.5	0.85	20.78	0.99	0	0.132	20.78	0.99	83.7	380	20.78	20.78	20.78	10	1	-999	-999
2018123	22	0.85	20.82	1.04	0	0.137	20.82	1.04	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018123	22.5	0.85	20.81	1.05	0	0.097	20.81	1.05	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018123	23	0.85	20.88	1.12	0	0.11	20.88	1.12	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018123	23.5	0.85	20.59	1.09	0	0.094	20.59	1.09	83.7	380	20.59	20.59	20.59	10	1	-999	-999
2018124	0	0.85	20.88	1.15	0	0.115	20.88	1.15	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018124	0.5	0.85	20.68	1.12	0	0.097	20.68	1.12	83.7	380	20.68	20.68	20.68	10	1	-999	-999
2018124	1	0.85	20.88	1.19	0	0.105	20.88	1.19	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018124	1.5	0.85	20.7	1.21	0	0.081	20.7	1.21	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018124	2	0.85	20.44	1.13	0	0.086	20.44	1.13	83.7	380	20.44	20.44	20.44	10	1	-999	-999
2018124	2.5	0.85	20.27	1.13	0	0.099	20.27	1.13	83.7	380	20.27	20.27	20.27	10	1	-999	-999
2018124	3	0.85	20.79	1.26	0	0.094	20.79	1.26	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018124	3.5	0.85	20.34	1.22	0	0.091	20.34	1.22	83.7	380	20.34	20.34	20.34	10	1	-999	-999
2018124	4	0.85	20.29	1.21	0	0.083	20.29	1.21	83.7	380	20.29	20.29	20.29	10	1	-999	-999
2018124	4.5	0.85	20.49	1.25	0	0.086	20.49	1.25	83.7	380	20.49	20.49	20.49	10	1	-999	-999
2018124	5	0.85	21.85	1.29	0	138.6	21.85	1.29	83.7	380	21.85	21.85	21.85	10	1	-999	-999
2018124	5.5	0.85	21.5	1.2	0	143.7	21.5	1.2	83.7	380	21.5	21.5	21.5	10	1	-999	-999
2018124	6	0.85	21.12	1.54	0	148.5	21.12	1.54	83.7	380	21.12	21.12	21.12	10	1	-999	-999
